Date,PA1436583006-DIVMOM,US22160K1051-DIVMOM,US4581401001-DIVMOM,AN8068571086-DIVMOM,PA1436583006-EBITDA2EV,US22160K1051-EBITDA2EV,US4581401001-EBITDA2EV,AN8068571086-EBITDA2EV,PA1436583006-SLW,US22160K1051-SLW,US4581401001-SLW,AN8068571086-SLW,PA1436583006-FST,US22160K1051-FST,US4581401001-FST,AN8068571086-FST
2004-01-02,,,,,,,,,,,,,,,,
2004-01-05,,,,,0.27995839764031594,6.438075017692852,2.936817122125769,0.5594378280467137,,,,,,,,
2004-01-06,,,,,,,,,,,,,,,,
2004-01-07,,,,,,,,,,,,,,,,
2004-01-08,,,,,,,,,,,,,,,,
2004-01-09,,,,,,,,,,,,,,,,
2004-01-12,,,,,0.27872370027520826,5.165671085081864,2.5429019485756204,0.5742225444364726,,,,,,,,
2004-01-13,,,,,,,,,,,,,,,,
2004-01-14,,,,,,,,,,,,,,,,
2004-01-15,,,,,,,,,,,,,,,,
2004-01-16,,,,,,,,,,,,,,,,
2004-01-19,,,,,,,,,,,,,,,,
2004-01-20,,,,,,,,,,,,,,,,
2004-01-21,,,,,,,,,,,,,,,,
2004-01-22,,,,,,,,,,,,,,,,
2004-01-23,,,,,,,,,,,,,,,,
2004-01-26,,,,,0.27187014821322714,5.578213625501601,3.1241480613436523,0.5247240428556437,,,,,,,,
2004-01-27,,,,,,,,,,,,,,,,
2004-01-28,,,,,,,,,,,,,,,,
2004-01-29,,,,,,,,,,,,,,,,
2004-01-30,,,,,,,,,,,,,0.11551983927674536,0.017070484581497736,-0.0509950248756218,0.11928283937065509
2004-02-02,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.0281803027399885,0.2702207776786277,5.502462455339273,4.527816764362461,0.5215750960978407,,,,,0.11006678209250564,0.029598893499308554,-0.07869948343968391,0.10970996216897855
2004-02-03,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.0281803027399885,,,,,,,,,0.07975460122699385,0.01559080962800885,-0.045592705167173286,0.1223820797668913
2004-02-04,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.0281803027399885,,,,,,,,,0.061719324026451305,0.0059331175836030425,-0.11679905854663142,0.15182072829131665
2004-02-05,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.0281803027399885,,,,,,,,,0.06377303588748773,0.017713365539452575,-0.12616822429906538,0.1299907149489321
2004-02-06,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.0281803027399885,,,,,,,,,0.0779917133804533,0.00474183350895685,-0.09096261407123929,0.13370370370370366
2004-02-09,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.028180302739988502,0.27173917971217226,4.79287804399311,4.321276008982491,0.5185210046259616,,,,,0.07017543859649122,0.01618037135278505,-0.10483162518301603,0.1645735707591378
2004-02-10,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.028180302739988502,,,,,,,,,0.07447329740323361,0.04094030639197044,-0.09080083358142321,0.18616822429906543
2004-02-11,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.028180302739988502,,,,,,,,,0.04304635761589415,0.05696544276457871,-0.07187780772686436,0.1925967681322811
2004-02-12,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.028180302739988502,,,,,,,,,0.02122696524376022,0.018343674130024246,-0.07017543859649134,0.21427215790472576
2004-02-13,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.028180302739988502,,,,,,,,,0.017869415807560074,0.01456703533854875,-0.08361204013377921,0.18816106884394146
2004-02-15,0.014473874656245478,0.006107534419967184,0.021228423654529215,0.028180302739988502,,,,,,,,,0.017869415807560074,0.01456703533854875,-0.08361204013377921,0.18816106884394146
2004-02-16,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.01207289293849656,0.033241758241758346,-0.0757436369211898,0.15099766313140384
2004-02-17,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.04439359267734555,0.03310533515731873,-0.04316770186335417,0.14308652988403203
2004-02-18,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.03014386846311945,0.03643835616438351,-0.03256402149857718,0.1335012594458438
2004-02-19,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.025171624713958618,0.0034805890227576075,-0.05858267716535426,0.06140204115777137
2004-02-20,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.004509582863585049,0.028556034482758674,-0.07493061979648474,0.03357353422862763
2004-02-23,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,0.27031729405623955,4.8853625084569074,6.056184162265981,0.5121272667916754,,,,,0.01746323529411753,0.03979285908967034,-0.0831489092633575,0.020322580645161237
2004-02-24,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.0505381375760412,0.06568736141906895,-0.06947100063734857,0.04236054971705738
2004-02-25,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.017120973192160438,0.04850948509485087,-0.0411136290061509,0.042704626334519435
2004-02-26,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,0.01080594326879769,0.044937736870600986,-0.03342070773263428,0.058515854854527705
2004-02-27,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.028180302739988502,,,,,,,,,-0.011363636363636465,0.044062332079527256,-0.03693931398416894,0.04691558441558441
2004-03-01,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,0.2690381039465565,4.018048642129809,5.147872261966222,0.4931941007529191,,,,,0.02840909090909083,0.0756800430918394,-0.05445859872611458,0.0785331818919357
2004-03-02,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,0.04313725490196063,0.0646112600536195,-0.013990672884743427,0.07587548638132291
2004-03-03,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,0.035103715523136625,0.010284810126582222,-0.02941176470588247,0.08101889893179948
2004-03-04,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,0.030974451729595343,0.013109596224436304,-0.03983160621761661,0.06778830447566153
2004-03-05,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,0.038479052823314985,-0.004176455233620535,-0.05299313052011778,0.04603251247384499
2004-03-08,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,0.2690609530341852,5.1070736647439565,9.072057754907927,0.5002712379693863,,,,,0.03146374829001375,-0.041106318193351865,-0.09299279633267843,0.02631578947368407
2004-03-09,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,0.02585034013605436,-0.04061302681992329,-0.09712810584059373,0.020639672286119515
2004-03-10,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,0.014390132480584628,-0.007417218543046333,-0.11158100195185428,-0.012191309784307491
2004-03-11,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,-0.0443394103083502,0.0005317734645042815,-0.10152621101526216,-0.029205060128065008
2004-03-12,0.014473874656245476,0.006107534419967184,0.021228423654529212,0.0281803027399885,,,,,,,,,-0.03353589916722943,0.01834618452539205,-0.08128732581287323,-0.02389504919568952
2004-03-15,0.014473874656245474,0.006107534419967184,0.02122842365452921,0.028180302739988502,0.2772671212909972,5.356922650594063,11.779415938571526,0.5138632839638405,,,,,-0.06662165203691206,-0.00505184791278912,-0.10086264100862641,-0.021396220521630593
2004-03-16,0.014473874656245474,0.006107534419967184,0.02122842365452921,0.028180302739988502,,,,,,,,,-0.10363716038562676,-0.01906779661016944,-0.11846802986043492,-0.02434836897143744
2004-03-17,0.014473874656245474,0.006107534419967184,0.02122842365452921,0.028180302739988502,,,,,,,,,-0.055198403901573934,-0.013745704467353792,-0.09183006535947724,0.02809523809523795
2004-03-18,0.014473874656245474,0.006107534419967184,0.02122842365452921,0.028180302739988502,,,,,,,,,-0.04754464285714277,-0.0026680896478120664,-0.08999665439946469,0.02427490542244648
2004-03-19,0.014473874656245474,0.006107534419967184,0.02122842365452921,0.028180302739988502,,,,,,,,,-0.04579124579124583,-0.02488213724463073,-0.1170000000000001,0.00871494216447477
2004-03-22,0.014473874656245474,0.006107534419967184,0.02122842365452921,0.028180302739988502,0.27526067792379055,5.849644442202945,20.76482042405885,0.5156215517808724,,,,,-0.052168021680216836,-0.03774574049803403,-0.09551724137931028,-0.014385077458109352
